Transaction Date,Post Date,Description,Category,Type,Amount,Memo
11/25/2024,11/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
11/23/2024,11/24/2024,WAL-MART #3220,Groceries,Sale,-27.89,
11/23/2024,11/24/2024,WALMART.COM,Shopping,Sale,-11.95,
11/19/2024,11/20/2024,Payment Thank You - Web,,Payment,444.16,
11/14/2024,11/19/2024,ST GEORGE HOSPITAL CAFE,Food & Drink,Sale,-5.84,
11/18/2024,11/19/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
11/18/2024,11/19/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
11/16/2024,11/19/2024,PREMIER YAR,Shopping,Sale,-13.97,
11/16/2024,11/17/2024,PAULAS CAZUELA INC,Food & Drink,Sale,-16.00,
11/15/2024,11/17/2024,COSTCO GAS #0672,Gas,Sale,-24.42,
11/16/2024,11/17/2024,DIGBY'S MARKET,Groceries,Sale,-15.32,
11/14/2024,11/15/2024,MICHAELS STORES 1601,Shopping,Sale,-12.76,
11/15/2024,11/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
11/12/2024,11/13/2024,ST GEORGE HOSPITAL CAFE,Food & Drink,Sale,-2.92,
11/05/2024,11/07/2024,MOBETTAHS ST GEORGE 17,Food & Drink,Sale,-15.82,
11/05/2024,11/05/2024,LYFT   *1 RIDE 11-03,Travel,Sale,-36.99,
11/03/2024,11/05/2024,BURGER KING LAS,Food & Drink,Sale,-5.19,
11/03/2024,11/05/2024,STARBUCKS T3 SOUTH PHX,Food & Drink,Sale,-1.60,
11/03/2024,11/04/2024,COSTCO WHSE #0672,Shopping,Sale,-56.10,
11/03/2024,11/04/2024,UBER   *TRIP,Travel,Sale,-11.73,
11/03/2024,11/04/2024,CHEVRON 0385252,Gas,Sale,-29.24,
11/01/2024,11/03/2024,WESTIN KIERLAND DINING,Food & Drink,Sale,-5.16,
11/03/2024,11/03/2024,LYFT   *2 RIDES 11-01,Travel,Sale,-22.83,
11/02/2024,11/03/2024,UBER   *TRIP,Travel,Sale,-9.89,
10/31/2024,11/03/2024,SPIRIT AIRL 4870414349373,Travel,Sale,-79.00,
11/02/2024,11/03/2024,LYFT   *2 RIDES 10-31,Travel,Sale,-93.20,
10/30/2024,10/30/2024,Payment Thank You-Mobile,,Payment,59.57,
10/27/2024,10/28/2024,HARMONS-SANTA CLARA,Groceries,Sale,-9.29,
10/25/2024,10/27/2024,COSTCO WHSE #0672,Shopping,Sale,-35.50,
10/25/2024,10/27/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
10/22/2024,10/23/2024,BEANS &amp; BREWS 904,Food & Drink,Sale,-5.17,
10/21/2024,10/22/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
10/19/2024,10/20/2024,HARMONS-SANTA CLARA,Groceries,Sale,-3.22,
10/17/2024,10/20/2024,TACO BELL 737684,Food & Drink,Sale,-1.50,
10/18/2024,10/20/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
10/15/2024,10/16/2024,CHEVRON 0385252,Gas,Sale,-31.58,
10/14/2024,10/15/2024,Payment Thank You - Web,,Payment,339.75,
10/13/2024,10/15/2024,O'REILLY 6212,Automotive,Return,50.15,
10/15/2024,10/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
10/10/2024,10/11/2024,STEPHEN WADE TOYOTA,Automotive,Sale,-70.86,
10/08/2024,10/09/2024,FUSION SPECIALTY PHARMACY,Health & Wellness,Sale,-150.00,
10/07/2024,10/08/2024,BEANS&amp;BREWSCOFFEEHOUSE,Food & Drink,Sale,-5.87,
10/05/2024,10/06/2024,WAL-MART #3220,Groceries,Return,16.34,
10/04/2024,10/06/2024,SMITHS #4278,Groceries,Sale,-25.88,
10/05/2024,10/06/2024,WAL-MART #3220,Groceries,Sale,-25.66,
10/04/2024,10/06/2024,BEANS&amp;BREWSCOFFEEHOUSE,Food & Drink,Sale,-6.09,
10/04/2024,10/04/2024,Payment Thank You-Mobile,,Payment,163.08,
10/03/2024,10/04/2024,WAL-MART #3220,Groceries,Sale,-33.72,
10/03/2024,10/04/2024,Southwest Skin and Can,Health & Wellness,Sale,-38.01,
09/29/2024,09/30/2024,RED MOUNTAIN MARKET,Groceries,Sale,-1.73,
09/29/2024,09/30/2024,COSTCO WHSE #0672,Shopping,Sale,-91.51,
09/26/2024,09/27/2024,COSTCO GAS #0672,Gas,Sale,-28.57,
09/25/2024,09/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
09/24/2024,09/25/2024,SMITHS #4278,Groceries,Sale,-6.35,
09/19/2024,09/22/2024,DRIVER LICENSE DIXIE,Bills & Utilities,Sale,-18.00,
09/19/2024,09/22/2024,DRIVER LICENSE DIXIE,Bills & Utilities,Sale,-52.00,
09/19/2024,09/22/2024,DRIVER LICENSE DIXIE,Bills & Utilities,Sale,-52.00,
09/19/2024,09/20/2024,PHR*SouthernUtahEarNose&amp;T,Health & Wellness,Sale,-40.00,
09/19/2024,09/20/2024,FAMILY DOLLAR,Shopping,Sale,-5.41,
09/18/2024,09/20/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
09/17/2024,09/17/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,194.88,
09/16/2024,09/17/2024,Red Rock Dry Cleaners,Personal,Sale,-13.97,
09/15/2024,09/16/2024,TRUDYS SPOT,Food & Drink,Sale,-3.39,
09/15/2024,09/16/2024,TST*RIVER ROCK ROASTING,Food & Drink,Sale,-6.58,
09/15/2024,09/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
09/14/2024,09/15/2024,APPLE.COM/BILL,Shopping,Sale,-20.98,
09/11/2024,09/11/2024,Payment Thank You-Mobile,,Payment,86.21,
09/04/2024,09/10/2024,ROCKY VISTA HEALTH CENTER,Health & Wellness,Return,22.80,
09/09/2024,09/10/2024,ROCKY VISTA HEALTH CENTER,Health & Wellness,Sale,-40.00,
09/07/2024,09/08/2024,76 - BARSTOW FUELS 76,Gas,Sale,-4.72,
09/05/2024,09/06/2024,USPS PO 4985000769,Shopping,Sale,-12.15,
09/05/2024,09/06/2024,CHEVRON 0385252,Gas,Sale,-26.75,
09/03/2024,09/04/2024,HARMONS-SANTA CLARA,Groceries,Sale,-20.00,
09/03/2024,09/03/2024,Payment Thank You-Mobile,,Payment,196.07,
09/02/2024,09/03/2024,BEANS &amp; BREWS 904,Food & Drink,Sale,-5.39,
08/30/2024,09/01/2024,WM SUPERCENTER #3220,Groceries,Return,10.68,
08/31/2024,09/01/2024,ELPOLLOLOCO,Food & Drink,Sale,-22.08,
08/30/2024,09/01/2024,SQ *DAYLIGHT DONUTS SAINT,Food & Drink,Sale,-1.08,
08/29/2024,09/01/2024,DICKEYS BBQ UT0355,Food & Drink,Sale,-6.61,
08/30/2024,09/01/2024,Southwest Skin and Can,Health & Wellness,Sale,-30.00,
08/29/2024,08/30/2024,WAL-MART #3220,Groceries,Sale,-72.80,
08/26/2024,08/28/2024,SHIVWITS CONVENIENCE STO,Gas,Sale,-20.84,
08/26/2024,08/27/2024,WAL-MART #3220,Groceries,Sale,-21.35,
08/26/2024,08/27/2024,DUTCH BROS,Food & Drink,Sale,-10.00,
08/25/2024,08/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
08/23/2024,08/25/2024,HARMONS-SANTA CLARA,Groceries,Sale,-1.21,
08/23/2024,08/25/2024,HARMONS-SANTA CLARA,Groceries,Sale,-8.24,
08/23/2024,08/25/2024,HARMONS-SANTA CLARA,Groceries,Sale,-7.05,
08/21/2024,08/21/2024,Payment Thank You - Web,,Payment,1367.33,
08/19/2024,08/20/2024,MAVERIK #390,Gas,Sale,-82.97,
08/18/2024,08/20/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
08/18/2024,08/19/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
08/16/2024,08/18/2024,THE HOME DEPOT #6968,Home,Sale,-42.12,
08/18/2024,08/18/2024,LYFT   *1 RIDE 08-16,Travel,Sale,-28.79,
08/17/2024,08/18/2024,PILOT_01094,Gas,Sale,-100.00,
08/16/2024,08/18/2024,U-HAUL OF CAMPBELL,Automotive,Sale,-1046.26,
08/16/2024,08/18/2024,SAV ON GASOLINE INC,Gas,Sale,-49.22,
08/15/2024,08/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
08/15/2024,08/15/2024,Payment Thank You-Mobile,,Payment,626.84,
08/09/2024,08/11/2024,D.U.B.'S BBQ,Food & Drink,Sale,-19.00,
08/09/2024,08/11/2024,DIGBY'S MARKET,Groceries,Sale,-48.13,
08/06/2024,08/07/2024,PETSMART # 2084,Shopping,Sale,-45.88,
08/04/2024,08/05/2024,THE UPS STORE 4057,Personal,Sale,-51.88,
08/02/2024,08/04/2024,DIGBY'S MARKET,Groceries,Sale,-1.33,
08/03/2024,08/04/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
08/02/2024,08/04/2024,SMITHS FOOD #4189,Groceries,Sale,-61.55,
08/02/2024,08/04/2024,BARNES &amp; NOBLE,Food & Drink,Sale,-5.92,
07/31/2024,08/02/2024,DUTCHMANS,Gas,Sale,-27.42,
07/31/2024,08/01/2024,Southwest Skin and Can,Health & Wellness,Sale,-8.01,
07/31/2024,08/01/2024,Southwest Skin and Can,Health & Wellness,Sale,-30.00,
07/31/2024,08/01/2024,FUSION SPECIALTY PHARMACY,Health & Wellness,Sale,-150.00,
07/31/2024,08/01/2024,USPS PO 4978540765,Shopping,Sale,-14.60,
07/31/2024,08/01/2024,USPS PO 4978540765,Shopping,Sale,-12.04,
07/29/2024,07/31/2024,HARMONS-SANTA CLARA #6,Groceries,Return,32.01,
07/29/2024,07/30/2024,WAL-MART #3220,Groceries,Sale,-19.56,
07/28/2024,07/30/2024,PINKBOX DOUGHNUTS,Food & Drink,Sale,-3.04,
07/29/2024,07/30/2024,ROCKY VISTA HEALTH CENTER,Health & Wellness,Sale,-30.00,
07/29/2024,07/30/2024,HARMONS-SANTA CLARA,Groceries,Sale,-23.26,
07/25/2024,07/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
07/22/2024,07/23/2024,SQ *FEELLOVE COFFEE AT SN,Food & Drink,Sale,-6.36,
07/18/2024,07/21/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
07/19/2024,07/19/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
07/16/2024,07/16/2024,Payment Thank You-Mobile,,Payment,8938.32,
07/15/2024,07/16/2024,SMITHS FOOD #4189,Groceries,Sale,-67.72,
07/14/2024,07/16/2024,PAYPAL *GFM GOFUNDME,Gifts & Donations,Sale,-5.68,
07/13/2024,07/15/2024,SHIVWITS CONVENIENCE STO,Gas,Sale,-23.57,
07/15/2024,07/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
07/14/2024,07/15/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
07/13/2024,07/15/2024,SHELL OIL10052314019,Gas,Sale,-17.40,
07/13/2024,07/15/2024,7-ELEVEN 33100,Gas,Sale,-45.00,
07/13/2024,07/15/2024,SHELL OIL10052314019,Gas,Sale,-3.76,
07/12/2024,07/15/2024,BOMBAY COAST,Food & Drink,Sale,-77.00,
07/09/2024,07/10/2024,7-ELEVEN 22070,Gas,Sale,-24.50,
07/08/2024,07/09/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-8403.00,
07/05/2024,07/07/2024,DIGBY'S MARKET,Groceries,Sale,-22.59,
07/06/2024,07/07/2024,PAYPAL *SWEETSOFTIE,Shopping,Sale,-3.99,
07/06/2024,07/07/2024,SP TAFFYSHOP,Food & Drink,Sale,-7.99,
07/04/2024,07/04/2024,ETSY  INC.,Shopping,Sale,-12.00,
07/03/2024,07/04/2024,COSTCO WHSE #0672,Shopping,Sale,-4.83,
07/02/2024,07/03/2024,FUSION SPECIALTY PHARMACY,Health & Wellness,Sale,-160.00,
07/02/2024,07/03/2024,COSTCO WHSE #0672,Shopping,Sale,-16.46,
07/02/2024,07/03/2024,COSTCO WHSE #0672,Shopping,Sale,-2.14,
07/02/2024,07/03/2024,DIGBY'S MARKET,Groceries,Sale,-23.49,
07/02/2024,07/03/2024,HARMONS-SANTA CLARA,Groceries,Sale,-12.99,
07/02/2024,07/03/2024,Southwest Skin and Can,Health & Wellness,Sale,-30.00,
07/02/2024,07/02/2024,Payment Thank You-Mobile,,Payment,164.81,
06/30/2024,07/02/2024,SHIVWITS CONVENIENCE STO,Gas,Sale,-27.07,
06/30/2024,07/02/2024,PY *PINKBOX DOUGHNUTS FOO,Food & Drink,Sale,-4.55,
07/01/2024,07/01/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.38,
06/29/2024,07/01/2024,MARKET MEX VTA LS16II,Shopping,Sale,-12.85,
06/30/2024,07/01/2024,EXXON MOHAMAD POURNAMDARI,Gas,Sale,-41.67,
06/28/2024,06/28/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.52,
06/27/2024,06/28/2024,ZTL*RAFAELANTONIOCASAS,Shopping,Sale,-17.51,
06/27/2024,06/27/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-2.51,
06/26/2024,06/27/2024,RESIDENCES SKY BAR,Personal,Sale,-83.91,
06/25/2024,06/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.46,
06/25/2024,06/25/2024,Payment Thank You-Mobile,,Payment,649.15,
06/22/2024,06/24/2024,TST* ZACHARYS RESTAURANT,Food & Drink,Sale,-52.53,
06/22/2024,06/23/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-25.00,
06/21/2024,06/23/2024,HERNANDEZ MARKET #2,Groceries,Sale,-6.28,
06/20/2024,06/23/2024,AMERICAN AI 0010653966333,Travel,Sale,-100.00,
06/20/2024,06/21/2024,INTERMOUNTAIN HEALTHCARE,Health & Wellness,Sale,-70.49,
06/19/2024,06/20/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
06/18/2024,06/20/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
06/17/2024,06/19/2024,7-ELEVEN 24340,Gas,Sale,-40.00,
06/17/2024,06/19/2024,EXXON SUNLAND MOBIL INC,Gas,Sale,-40.00,
06/15/2024,06/17/2024,PANOCHE FOOD MART,Gas,Sale,-25.00,
06/15/2024,06/17/2024,SHELL OIL10006058019,Gas,Sale,-28.27,
06/15/2024,06/17/2024,VONS #2116,Groceries,Sale,-5.81,
06/15/2024,06/16/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
06/14/2024,06/16/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
06/13/2024,06/16/2024,TACO BELL 736165,Food & Drink,Sale,-5.88,
06/13/2024,06/16/2024,TACO BELL 30793,Food & Drink,Sale,-8.62,
06/13/2024,06/14/2024,KITCHEN NAIL BAR COLEMAN,Personal,Sale,-118.80,
06/12/2024,06/14/2024,TACO BELL 736165,Food & Drink,Sale,-12.33,
06/11/2024,06/12/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-25.00,
06/06/2024,06/09/2024,TST* BIT AND SPUR RESTAUR,Food & Drink,Sale,-15.48,
06/07/2024,06/09/2024,PANDA EXPRESS #1860,Food & Drink,Sale,-22.07,
06/05/2024,06/07/2024,TACO BELL 725385,Food & Drink,Sale,-6.97,
06/06/2024,06/07/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
06/03/2024,06/04/2024,ICE CREAM FACTORY,Food & Drink,Sale,-3.65,
06/03/2024,06/03/2024,Payment Thank You-Mobile,,Payment,85.44,
05/30/2024,06/02/2024,TACO BELL 025385,Food & Drink,Sale,-7.08,
06/01/2024,06/02/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
05/30/2024,05/31/2024,HARMONS-SANTA CLARA,Groceries,Sale,-9.77,
05/30/2024,05/31/2024,Payment Thank You-Mobile,,Payment,26.99,
05/30/2024,05/31/2024,HARMONS-SANTA CLARA,Groceries,Sale,-40.77,
05/30/2024,05/31/2024,Perks Coffee St George Bl,Food & Drink,Sale,-12.83,
05/30/2024,05/30/2024,APPLE.COM/BILL,Shopping,Sale,-4.99,
05/27/2024,05/29/2024,TACO BELL 037684,Food & Drink,Sale,-14.84,
05/26/2024,05/27/2024,SQ *FEELLOVE COFFEE AT SN,Food & Drink,Sale,-6.69,
05/25/2024,05/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.46,
05/25/2024,05/26/2024,Payment Thank You-Mobile,,Payment,921.58,
05/18/2024,05/20/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
05/18/2024,05/19/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
05/15/2024,05/17/2024,DUTCHMANS,Gas,Sale,-6.75,
05/15/2024,05/16/2024,FUSION SPECIALTY PHARMACY,Health & Wellness,Sale,-150.00,
05/15/2024,05/16/2024,HARMONS-SANTA CLARA,Groceries,Sale,-87.05,
05/15/2024,05/16/2024,HARMONS-SANTA CLARA,Groceries,Sale,-17.55,
05/16/2024,05/16/2024,Southwest Skin and Can,Health & Wellness,Sale,-30.00,
05/14/2024,05/15/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
05/15/2024,05/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
05/09/2024,05/10/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
05/09/2024,05/10/2024,COSTCO WHSE #0149,Shopping,Sale,-50.86,
05/04/2024,05/05/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
05/02/2024,05/03/2024,PAYPAL *ESMITHKNITS,Shopping,Sale,-5.00,
04/30/2024,05/01/2024,HARMONS-SANTA CLARA,Groceries,Sale,-10.74,
04/30/2024,05/01/2024,HARMONS-SANTA CLARA,Groceries,Sale,-3.51,
04/28/2024,04/30/2024,BUDGET RAC SALT LAKE #,Travel,Sale,-122.46,
04/28/2024,04/29/2024,TARGET        00013573,Shopping,Return,38.70,
04/26/2024,04/29/2024,MENCHIES #046 - ST. GE,Food & Drink,Sale,-10.39,
04/27/2024,04/29/2024,VIVA LAS AREPAS,Food & Drink,Sale,-5.96,
04/26/2024,04/28/2024,TARGET        00013573,Shopping,Sale,-71.77,
04/26/2024,04/28/2024,DOLLAR TREE,Shopping,Sale,-6.53,
04/26/2024,04/28/2024,TARGET        00013573,Shopping,Sale,-11.82,
04/26/2024,04/28/2024,ROSS STORES #616,Shopping,Sale,-14.93,
04/25/2024,04/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.46,
04/24/2024,04/25/2024,PAUL MITCHELL THE SCHOOL,Education,Sale,-33.00,
04/24/2024,04/25/2024,HARMONS-SANTA CLARA,Groceries,Sale,-3.55,
04/18/2024,04/21/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
04/19/2024,04/21/2024,Ocean Buffet,Food & Drink,Sale,-75.00,
04/19/2024,04/19/2024,Payment Thank You-Mobile,,Payment,21.98,
04/18/2024,04/19/2024,COSTCO WHSE #0672,Shopping,Sale,-184.37,
04/18/2024,04/19/2024,COSTCO WHSE #0672,Shopping,Sale,-1.62,
04/18/2024,04/18/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
04/15/2024,04/16/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
04/15/2024,04/15/2024,Payment Thank You-Mobile,,Payment,280.07,
04/15/2024,04/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
04/12/2024,04/14/2024,FAMILY DOLLAR,Shopping,Sale,-15.55,
04/11/2024,04/12/2024,JOANN STORES #2329,Shopping,Sale,-15.03,
04/11/2024,04/12/2024,WAL-MART #1439,Groceries,Sale,-4.21,
04/10/2024,04/11/2024,ICE CREAM FACTORY,Food & Drink,Sale,-3.50,
04/09/2024,04/11/2024,SOUTHWEST SKIN &amp; CANCER,Health & Wellness,Sale,-30.00,
04/09/2024,04/10/2024,SMITHS FOOD #4189,Groceries,Sale,-61.78,
04/09/2024,04/10/2024,FUSION SPECIALTY PHARMACY,Health & Wellness,Sale,-150.00,
04/09/2024,04/09/2024,Payment Thank You-Mobile,,Payment,176.78,
04/05/2024,04/07/2024,ASIAN MARKET ST GEORGE,Groceries,Sale,-25.80,
04/06/2024,04/07/2024,PAYPAL *LITTLEXHUMA CART,Shopping,Sale,-6.99,
04/04/2024,04/05/2024,HARMONS-SANTA CLARA,Groceries,Sale,-9.73,
04/05/2024,04/05/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-20.00,
03/31/2024,04/01/2024,HARMONS-SANTA CLARA,Groceries,Sale,-8.76,
03/31/2024,04/01/2024,ICE CREAM FACTORY,Food & Drink,Sale,-3.50,
03/31/2024,04/01/2024,HARMONS-SANTA CLARA,Groceries,Sale,-66.84,
03/31/2024,04/01/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
03/29/2024,03/31/2024,FAMILY DOLLAR,Shopping,Sale,-6.84,
03/30/2024,03/31/2024,Payment Thank You-Mobile,,Payment,17.54,
03/30/2024,03/31/2024,SQ *NOODLE &amp; DUMPLING CO.,Food & Drink,Sale,-18.32,
03/27/2024,03/28/2024,CHEVRON 0385252,Gas,Sale,-12.08,
03/25/2024,03/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.46,
03/25/2024,03/25/2024,Payment Thank You-Mobile,,Payment,154.92,
03/24/2024,03/24/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
03/22/2024,03/24/2024,RED MOUNTAIN MARKET,Groceries,Sale,-26.17,
03/22/2024,03/24/2024,FAMILY DOLLAR,Shopping,Sale,-32.23,
03/19/2024,03/20/2024,DIGBY'S MARKET,Groceries,Sale,-64.36,
03/18/2024,03/20/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
03/17/2024,03/19/2024,STARBUCKS T2 WEST SAN,Food & Drink,Sale,-3.22,
03/15/2024,03/17/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-19.99,
03/16/2024,03/17/2024,24 Hour Fitness USA  I,Health & Wellness,Return,6.04,
03/16/2024,03/17/2024,Payment Thank You-Mobile,,Payment,298.60,
03/15/2024,03/15/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
03/15/2024,03/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
03/12/2024,03/13/2024,TST* AWSOM - PARAMOUNT,Food & Drink,Sale,-50.14,
03/13/2024,03/13/2024,APPLE.COM/BILL,Shopping,Sale,-15.99,
03/11/2024,03/12/2024,RITE AID 05476,Health & Wellness,Sale,-12.12,
03/11/2024,03/12/2024,FOOD4LESS 0324,Groceries,Sale,-46.29,
03/07/2024,03/08/2024,FUSION SPECIALTY PHARMACY,Health & Wellness,Sale,-150.00,
03/07/2024,03/08/2024,HARMONS-SANTA CLARA,Groceries,Sale,-8.27,
03/06/2024,03/07/2024,NETOS BAKERY PANADERIA,Food & Drink,Sale,-3.81,
03/03/2024,03/04/2024,Payment Thank You-Mobile,,Payment,138.23,
03/01/2024,03/03/2024,DOLLARTREE,Shopping,Sale,-6.63,
02/28/2024,02/29/2024,HARMONS-SANTA CLARA,Groceries,Sale,-37.47,
02/28/2024,02/29/2024,HARMONS-SANTA CLARA,Groceries,Sale,-14.05,
02/26/2024,02/27/2024,ICE CREAM FACTORY,Food & Drink,Sale,-2.25,
02/25/2024,02/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.46,
02/24/2024,02/25/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,46.14,
02/23/2024,02/25/2024,RED MOUNTAIN MARKET,Groceries,Sale,-14.78,
02/23/2024,02/25/2024,ROCKY VISTA HEALTH CENTER,Health & Wellness,Sale,-30.00,
02/23/2024,02/25/2024,FAMILY DOLLAR,Shopping,Sale,-13.37,
02/24/2024,02/25/2024,DIGBY'S MARKET,Groceries,Sale,-60.36,
02/23/2024,02/25/2024,Payment Thank You-Mobile,,Payment,450.83,
02/19/2024,02/20/2024,SQ *FEELLOVE COFFEE AT SN,Food & Drink,Sale,-4.20,
02/18/2024,02/19/2024,GOOD CHOP,Groceries,Sale,-138.99,
02/18/2024,02/19/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
02/15/2024,02/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-19.99,
02/13/2024,02/15/2024,SOUTHWEST SKIN &amp; CANCER,Health & Wellness,Sale,-30.00,
02/15/2024,02/15/2024,Spotify USA,Bills & Utilities,Sale,-5.99,
02/14/2024,02/15/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
02/09/2024,02/11/2024,DIGBY'S MARKET,Groceries,Sale,-35.20,
02/05/2024,02/06/2024,GOOGLE *Google Storage,Professional Services,Sale,-19.99,
02/05/2024,02/06/2024,GOOGLE *Google Storage,Shopping,Sale,-19.99,
